Incident Datetime,Incident Date,Incident Time,Incident Year,Incident Day of Week,Report Datetime,Row ID,Incident ID,Incident Number,CAD Number,Report Type Code,Report Type Description,Filed Online,Incident Code,Incident Category,Incident Subcategory,Incident Description,Resolution,Intersection,CNN,Police District,Analysis Neighborhood,Supervisor District,Latitude,Longitude,point
2018/09/17 03:15:00 PM,2018/09/17,15:15,2018,Monday,2018/09/19 01:31:00 PM,71730605043,717306,180710779,182622242,II,Initial,,05043,Burglary,Burglary - Residential,"Burglary, Residence, Unlawful Entry",Open or Active,PARIS ST \ BRAZIL AVE,21717000,Ingleside,Excelsior,11,37.72393243702637,-122.43323148769753,"(37.72393243702637, -122.43323148769753)"
2018/09/22 03:34:00 PM,2018/09/22,15:34,2018,Saturday,2018/09/22 03:34:00 PM,71755327195,717553,180719793,182652331,II,Initial,,27195,Other Miscellaneous,Trespass,Trespassing,Cite or Arrest Adult,PRAGUE ST \ PERSIA AVE,21626000,Ingleside,Excelsior,11,37.71894318707579,-122.42719260005414,"(37.71894318707579, -122.42719260005414)"
2018/09/22 01:20:00 PM,2018/09/22,13:20,2018,Saturday,2018/09/22 01:23:00 PM,71757551040,717575,180719408,182651872,II,Initial,,51040,Non-Criminal,Non-Criminal,Aided Case,Open or Active,GENEVA AVE \ PARQUE DR,21361000,Ingleside,Visitacion Valley,10,37.709162205023596,-122.42289332760808,"(37.709162205023596, -122.42289332760808)"
2018/09/22 01:20:00 PM,2018/09/22,13:20,2018,Saturday,2018/09/22 01:23:00 PM,71757568000,717575,180719408,182651872,II,Initial,,68000,Fire Report,Fire Report,Fire Report,Open or Active,GENEVA AVE \ PARQUE DR,21361000,Ingleside,Visitacion Valley,10,37.709162205023596,-122.42289332760808,"(37.709162205023596, -122.42289332760808)"
2018/09/23 07:04:00 PM,2018/09/23,19:04,2018,Sunday,2018/09/23 07:06:00 PM,71791504134,717915,180722887,182663042,II,Initial,,04134,Assault,Simple Assault,Battery,Open or Active,UNION ST \ CHARLTON CT,26582000,Northern,Marina,2,37.79760447473146,-122.43143751492967,"(37.79760447473146, -122.43143751492967)"
2018/09/23 07:04:00 PM,2018/09/23,19:04,2018,Sunday,2018/09/23 07:06:00 PM,71791519090,717915,180722887,182663042,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Open or Active,UNION ST \ CHARLTON CT,26582000,Northern,Marina,2,37.79760447473146,-122.43143751492967,"(37.79760447473146, -122.43143751492967)"
2018/09/24 01:42:00 AM,2018/09/24,01:42,2018,Monday,2018/09/24 01:42:00 AM,71795568020,717955,180723578,182670130,II,Initial,,68020,Miscellaneous Investigation,Miscellaneous Investigation,Miscellaneous Investigation,Open or Active,SANTA FE AVE \ SILVER AVE,20744000,Bayview,Bayview Hunters Point,10,37.734884484603946,-122.40155620834187,"(37.734884484603946, -122.40155620834187)"
2018/04/09 12:00:00 AM,2018/04/09,00:00,2018,Monday,2018/05/08 11:01:00 AM,71799409250,717994,189002563,189002563,II,Initial,,09250,Fraud,Fraud,Fraudulent Use Of Automated Teller Card,Open or Active,04TH ST \ ELLIS ST \ MARKET ST \ STOCKTON ST,24892000,Southern,South of Market,6,37.78574398866823,-122.4058310124795,"(37.78574398866823, -122.4058310124795)"
2018/09/24 08:00:00 AM,2018/09/24,08:00,2018,Monday,2018/09/24 08:00:00 AM,71800575025,718005,180723487,182663749,IS,Initial Supplement,,75025,Non-Criminal,Non-Criminal,Search Warrant Service,Cite or Arrest Adult,CAPITOL AVE \ MONTANA ST,22575000,Taraval,Oceanview/Merced/Ingleside,11,37.71660346139888,-122.45906354733845,"(37.71660346139888, -122.45906354733845)"
2018/09/24 03:00:00 AM,2018/09/24,03:00,2018,Monday,2018/09/24 11:30:00 AM,71804706242,718047,180724350,182671487,II,Initial,,06242,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $50-$200",Open or Active,20TH AVE \ LAKE ST,27638000,Richmond,Outer Richmond,1,37.785982616999256,-122.47978567837039,"(37.785982616999256, -122.47978567837039)"
2018/09/12 09:47:00 AM,2018/09/12,09:47,2018,Wednesday,2018/09/14 12:30:00 PM,71805064070,718050,180696549,182551205,II,Initial,,64070,Suspicious Occ,Suspicious Occ,Suspicious Occurrence,Open or Active,04TH AVE \ LAKE ST,27588000,Richmond,Inner Richmond,2,37.786768049151476,-122.46254655682297,"(37.786768049151476, -122.46254655682297)"
2018/09/10 08:38:00 PM,2018/09/10,20:38,2018,Monday,2018/09/24 11:00:00 AM,71806309027,718063,180696721,182571704,IS,Initial Supplement,,09027,Fraud,Fraud,False Personation,Unfounded,TREASURY PL \ BUSH ST,24680000,Central,Financial District/South Beach,3,37.7911279922278,-122.40112990566737,"(37.7911279922278, -122.40112990566737)"
2018/09/10 08:38:00 PM,2018/09/10,20:38,2018,Monday,2018/09/24 11:00:00 AM,71806375030,718063,180696721,182571704,IS,Initial Supplement,,75030,Case Closure,Case Closure,Case Closure,Unfounded,TREASURY PL \ BUSH ST,24680000,Central,Financial District/South Beach,3,37.7911279922278,-122.40112990566737,"(37.7911279922278, -122.40112990566737)"
2018/09/19 01:00:00 PM,2018/09/19,13:00,2018,Wednesday,2018/09/19 01:00:00 PM,71807662010,718076,180710525,182622314,II,Initial,,62010,Warrant,Warrant,"Warrant Arrest, Enroute To US Marshall",Cite or Arrest Adult,,,Out of SF,,,,,
2018/09/19 01:00:00 PM,2018/09/19,13:00,2018,Wednesday,2018/09/19 01:00:00 PM,71807662050,718076,180710525,182622314,II,Initial,,62050,Warrant,Warrant,"Warrant Arrest, Enroute To Outside Jurisdiction",Cite or Arrest Adult,,,Out of SF,,,,,
2018/09/23 09:19:00 PM,2018/09/23,21:19,2018,Sunday,2018/09/24 10:29:00 AM,71808606301,718086,180724156,182671249,II,Initial,,06301,Larceny Theft,Larceny Theft - From Building,"Theft, From Building, <$50",Open or Active,FRESNO ST \ KEARNY ST,24846000,Central,North Beach,3,37.798688226347146,-122.40558828161957,"(37.798688226347146, -122.40558828161957)"
2018/09/24 12:30:00 PM,2018/09/24,12:30,2018,Monday,2018/09/24 12:30:00 PM,71808707041,718087,180552913,182671485,VS,Vehicle Supplement,,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,MORAGA ST \ 09TH AVE,27106000,Taraval,Inner Sunset,7,37.75658192387174,-122.46578989040748,"(37.75658192387174, -122.46578989040748)"
2018/09/24 01:30:00 AM,2018/09/24,01:30,2018,Monday,2018/09/24 01:50:00 PM,71810406243,718104,180724833,182672086,II,Initial,,06243,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $200-$950",Exceptional Juvenile,06TH AVE \ HUGO ST,27086000,Park,Inner Sunset,5,37.76511423890043,-122.46316737008303,"(37.76511423890043, -122.46316737008303)"
2018/09/24 01:57:00 PM,2018/09/24,13:57,2018,Monday,2018/09/24 02:07:00 PM,71812604134,718126,180725013,182672150,II,Initial,,04134,Assault,Simple Assault,Battery,Cite or Arrest Adult,EDDY ST \ CYRIL MAGNIN ST,24893000,Tenderloin,Tenderloin,6,37.78445272883687,-122.40849315881205,"(37.78445272883687, -122.40849315881205)"
2018/09/24 01:57:00 PM,2018/09/24,13:57,2018,Monday,2018/09/24 02:07:00 PM,71812627170,718126,180725013,182672150,II,Initial,,27170,Other Miscellaneous,Other,"Resisting, Delaying, or Obstructing  Peace Officer Duties",Cite or Arrest Adult,EDDY ST \ CYRIL MAGNIN ST,24893000,Tenderloin,Tenderloin,6,37.78445272883687,-122.40849315881205,"(37.78445272883687, -122.40849315881205)"
2018/09/24 09:10:00 AM,2018/09/24,09:10,2018,Monday,2018/09/24 11:53:00 AM,71812904134,718129,180724827,182671608,II,Initial,,04134,Assault,Simple Assault,Battery,Open or Active,23RD ST \ PENNSYLVANIA AVE,23621000,Bayview,Potrero Hill,10,37.75509563783832,-122.39288410139532,"(37.75509563783832, -122.39288410139532)"
2018/09/24 03:00:00 PM,2018/09/24,15:00,2018,Monday,2018/09/24 03:44:00 PM,71814206154,718142,180725223,182672491,II,Initial,,06154,Larceny Theft,Larceny Theft - Other,"Theft, From Person, >$950 (other than Pickpocket)",Open or Active,MARKET ST \ POWELL ST,34016000,Tenderloin,Financial District/South Beach,3,37.784560141211806,-122.40733704162238,"(37.784560141211806, -122.40733704162238)"
2018/09/24 07:30:00 AM,2018/09/24,07:30,2018,Monday,2018/09/24 04:20:00 PM,71814606314,718146,180725433,182671680,II,Initial,,06314,Larceny Theft,Larceny Theft - Bicycle,"Theft, Bicycle, >$950",Open or Active,BRANNAN ST \ 09TH ST,23881000,Southern,South of Market,6,37.77004977136961,-122.40700149161678,"(37.77004977136961, -122.40700149161678)"
2018/09/21 02:00:00 PM,2018/09/21,14:00,2018,Friday,2018/09/24 04:51:00 PM,71815964010,718159,180725568,182672774,II,Initial,,64010,Non-Criminal,Other,"Dog, Bite or Attack",Open or Active,JACKSON ST \ STEINER ST,26669000,Northern,Pacific Heights,2,37.79226261825945,-122.43620350896612,"(37.79226261825945, -122.43620350896612)"
2018/09/24 05:20:00 PM,2018/09/24,17:20,2018,Monday,2018/09/24 05:41:00 PM,71819203013,718192,180725831,182672999,II,Initial,,03013,Robbery,Robbery - Street,"Robbery, Street or Public Place, W/ Other Weapon",Open or Active,RUSS ST \ HOWARD ST,24287000,Southern,South of Market,6,37.778860686349766,-122.40827158967764,"(37.778860686349766, -122.40827158967764)"
2018/09/24 05:01:00 PM,2018/09/24,17:01,2018,Monday,2018/09/24 05:01:00 PM,71819316110,718193,180725740,182672812,II,Initial,,16110,Drug Offense,Drug Violation,"Heroin, Possession For Sale",Cite or Arrest Adult,08TH ST \ MINNA ST,24310000,Southern,South of Market,6,37.77702641978903,-122.41261666820427,"(37.77702641978903, -122.41261666820427)"
2018/09/24 05:01:00 PM,2018/09/24,17:01,2018,Monday,2018/09/24 05:01:00 PM,71819316622,718193,180725740,182672812,II,Initial,,16622,Drug Offense,Drug Violation,"Cocaine, Possession For Sale",Cite or Arrest Adult,08TH ST \ MINNA ST,24310000,Southern,South of Market,6,37.77702641978903,-122.41261666820427,"(37.77702641978903, -122.41261666820427)"
2018/09/24 05:01:00 PM,2018/09/24,17:01,2018,Monday,2018/09/24 05:01:00 PM,71819316623,718193,180725740,182672812,II,Initial,,16623,Drug Offense,Drug Violation,"Cocaine, Base/rock, Possession For Sale",Cite or Arrest Adult,08TH ST \ MINNA ST,24310000,Southern,South of Market,6,37.77702641978903,-122.41261666820427,"(37.77702641978903, -122.41261666820427)"
2018/09/24 02:25:00 PM,2018/09/24,14:25,2018,Monday,2018/09/24 02:45:00 PM,71819703074,718197,180725110,182672243,II,Initial,,03074,Robbery,Robbery - Other,"Robbery, W/ Force",Cite or Arrest Adult,MISSION ST \ HIGHLAND AVE \ LEESE ST,21829000,Ingleside,Bernal Heights,8,37.73740624597639,-122.42404014973928,"(37.73740624597639, -122.42404014973928)"
2018/09/24 02:25:00 PM,2018/09/24,14:25,2018,Monday,2018/09/24 02:45:00 PM,71819704014,718197,180725110,182672243,II,Initial,,04014,Assault,Aggravated Assault,"Assault, Aggravated, W/ Force",Cite or Arrest Adult,MISSION ST \ HIGHLAND AVE \ LEESE ST,21829000,Ingleside,Bernal Heights,8,37.73740624597639,-122.42404014973928,"(37.73740624597639, -122.42404014973928)"
2018/09/24 02:25:00 PM,2018/09/24,14:25,2018,Monday,2018/09/24 02:45:00 PM,71819712015,718197,180725110,182672243,II,Initial,,12015,Weapons Offense,Weapons Offense,"Weapon, Carrying Concealed",Cite or Arrest Adult,MISSION ST \ HIGHLAND AVE \ LEESE ST,21829000,Ingleside,Bernal Heights,8,37.73740624597639,-122.42404014973928,"(37.73740624597639, -122.42404014973928)"
2018/09/23 12:00:00 AM,2018/09/23,00:00,2018,Sunday,2018/09/25 10:54:00 AM,71820006243,718200,180726005,182673388,II,Initial,,06243,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $200-$950",Open or Active,25TH ST \ DAKOTA ST \ TEXAS ST,23627000,Bayview,Bayview Hunters Point,10,37.752426800122734,-122.3945869789376,"(37.752426800122734, -122.3945869789376)"
2018/09/24 03:00:00 PM,2018/09/24,15:00,2018,Monday,2018/09/24 03:15:00 PM,71820406243,718204,180725295,182672372,II,Initial,,06243,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $200-$950",Open or Active,BRANNAN ST \ 09TH ST,23881000,Southern,South of Market,6,37.77004977136961,-122.40700149161678,"(37.77004977136961, -122.40700149161678)"
2018/09/24 01:20:00 PM,2018/09/24,13:20,2018,Monday,2018/09/24 04:55:00 PM,71820806364,718208,180725665,182672341,II,Initial,,06364,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, >$950",Open or Active,STOCKTON ST \ POST ST,24908000,Central,Financial District/South Beach,3,37.788499477941336,-122.4067711451779,"(37.788499477941336, -122.4067711451779)"
2018/09/22 09:30:00 PM,2018/09/22,21:30,2018,Saturday,2018/09/24 12:40:00 PM,71821103401,718211,180724617,182671796,II,Initial,,03401,Robbery,Robbery - Commercial,"Shoplifting, Force against Agent",Open or Active,VAN NESS AVE \ CHESTNUT ST,26695000,Northern,Marina,2,37.80228098253618,-122.42473126057587,"(37.80228098253618, -122.42473126057587)"
2018/08/28 12:00:00 AM,2018/08/28,00:00,2018,Tuesday,2018/09/24 06:33:00 PM,71821274000,718212,180725900,182673212,II,Initial,,74000,Missing Person,Missing Adult,Missing Adult,Open or Active,04TH ST \ STEVENSON ST,24636000,Tenderloin,Financial District/South Beach,6,37.78526509745515,-122.40523571340725,"(37.78526509745515, -122.40523571340725)"
2018/09/24 07:38:00 PM,2018/09/24,19:38,2018,Monday,2018/09/24 07:40:00 PM,71822204134,718222,180726077,182673452,II,Initial,,04134,Assault,Simple Assault,Battery,Open or Active,TOWNSEND ST \ STANFORD ST,23805000,Southern,Financial District/South Beach,6,37.780182449409146,-122.39106458549364,"(37.780182449409146, -122.39106458549364)"
2018/09/24 07:38:00 PM,2018/09/24,19:38,2018,Monday,2018/09/24 07:40:00 PM,71822264020,718222,180726077,182673452,II,Initial,,64020,Non-Criminal,Other,Mental Health Detention,Open or Active,TOWNSEND ST \ STANFORD ST,23805000,Southern,Financial District/South Beach,6,37.780182449409146,-122.39106458549364,"(37.780182449409146, -122.39106458549364)"
2018/09/21 03:34:00 PM,2018/09/21,15:34,2018,Friday,2018/09/24 03:34:00 PM,71822307053,718223,180725336,182672447,II,Initial,,07053,Vehicle Impounded,Vehicle Impounded,"Vehicle, Impounded",Cite or Arrest Adult,LARKIN ST \ GOLDEN GATE AVE,24440000,Tenderloin,Tenderloin,6,37.78144749392477,-122.41714561338313,"(37.78144749392477, -122.41714561338313)"
2018/09/21 03:34:00 PM,2018/09/21,15:34,2018,Friday,2018/09/24 03:34:00 PM,71822316100,718223,180725336,182672447,II,Initial,,16100,Drug Offense,Drug Violation,Heroin Offense,Cite or Arrest Adult,LARKIN ST \ GOLDEN GATE AVE,24440000,Tenderloin,Tenderloin,6,37.78144749392477,-122.41714561338313,"(37.78144749392477, -122.41714561338313)"
2018/09/23 05:00:00 PM,2018/09/23,17:00,2018,Sunday,2018/09/24 06:47:00 PM,71822428150,718224,180726083,182673276,II,Initial,,28150,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",Open or Active,18TH ST \ RHODE ISLAND ST,23759000,Bayview,Potrero Hill,10,37.762229393134334,-122.40232695446566,"(37.762229393134334, -122.40232695446566)"
2018/09/22 10:59:00 AM,2018/09/22,10:59,2018,Saturday,2018/09/24 05:40:00 PM,71822506370,718225,180725875,182672998,II,Initial,,06370,Larceny Theft,Larceny Theft - Other,"Theft of Other Property, Att.",Open or Active,18TH ST \ RHODE ISLAND ST,23759000,Bayview,Potrero Hill,10,37.762229393134334,-122.40232695446566,"(37.762229393134334, -122.40232695446566)"
2018/09/24 12:01:00 AM,2018/09/24,00:01,2018,Monday,2018/09/24 08:16:00 PM,71823064070,718230,180726174,182673585,II,Initial,,64070,Suspicious Occ,Suspicious Occ,Suspicious Occurrence,Open or Active,02ND ST \ BRYANT ST,24490000,Southern,Financial District/South Beach,6,37.78307785325764,-122.39361807641598,"(37.78307785325764, -122.39361807641598)"
2018/09/24 07:00:00 PM,2018/09/24,19:00,2018,Monday,2018/09/24 07:24:00 PM,71823164070,718231,180726130,182673408,II,Initial,,64070,Suspicious Occ,Suspicious Occ,Suspicious Occurrence,Open or Active,MISSION ST \ 21ST ST,24113000,Mission,Mission,9,37.75703540085026,-122.41890102956305,"(37.75703540085026, -122.41890102956305)"
2018/09/22 05:00:00 PM,2018/09/22,17:00,2018,Saturday,2018/09/24 09:58:00 AM,71823506241,718235,180726306,182671122,IS,Initial Supplement,,06241,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, <$50",Cite or Arrest Adult,STEVENSON ST \ 14TH ST,24381000,Mission,Mission,9,37.76819010858081,-122.42136452349546,"(37.76819010858081, -122.42136452349546)"
2018/09/23 07:30:00 PM,2018/09/23,19:30,2018,Sunday,2018/09/24 04:32:00 PM,71823615161,718236,180725461,182672689,II,Initial,,15161,Offences Against The Family And Children,Other,Violation of Restraining Order,Open or Active,VALENCIA ST \ 15TH ST,24377000,Mission,Mission,9,37.76653957529556,-122.42204381448558,"(37.76653957529556, -122.42204381448558)"
2018/09/23 07:30:00 PM,2018/09/23,19:30,2018,Sunday,2018/09/24 04:32:00 PM,71823619057,718236,180725461,182672689,II,Initial,,19057,Disorderly Conduct,Intimidation,Terrorist Threats,Open or Active,VALENCIA ST \ 15TH ST,24377000,Mission,Mission,9,37.76653957529556,-122.42204381448558,"(37.76653957529556, -122.42204381448558)"
2018/09/24 02:52:00 PM,2018/09/24,14:52,2018,Monday,2018/09/24 03:39:00 PM,71823704134,718237,180725239,182672300,II,Initial,,04134,Assault,Simple Assault,Battery,Open or Active,FOLSOM ST \ SHERMAN ST,24264000,Southern,South of Market,6,37.777399632579225,-122.40701475255086,"(37.777399632579225, -122.40701475255086)"
2018/09/24 04:20:00 PM,2018/09/24,16:20,2018,Monday,2018/09/24 04:29:00 PM,71823804134,718238,180725609,182672680,II,Initial,,04134,Assault,Simple Assault,Battery,Open or Active,OCTAVIA ST \ END,35007000,Southern,Hayes Valley,5,37.77223581387494,-122.42353498869593,"(37.77223581387494, -122.42353498869593)"
2018/09/24 07:44:00 PM,2018/09/24,19:44,2018,Monday,2018/09/24 07:52:00 PM,71823964020,718239,180726124,182673473,II,Initial,,64020,Non-Criminal,Other,Mental Health Detention,Open or Active,GUERRERO ST \ CUMBERLAND ST,25675000,Mission,Mission,8,37.7591642268858,-122.42361294279786,"(37.7591642268858, -122.42361294279786)"
2018/09/24 08:20:00 PM,2018/09/24,20:20,2018,Monday,2018/09/24 08:25:00 PM,71824515200,718245,180726293,182673615,II,Initial,,15200,Offences Against The Family And Children,Other,Domestic Violence (secondary only),Open or Active,SHAFTER AVE \ JENNINGS ST,20155000,Bayview,Bayview Hunters Point,10,37.72891865514355,-122.38698420294736,"(37.72891865514355, -122.38698420294736)"
2018/09/24 08:20:00 PM,2018/09/24,20:20,2018,Monday,2018/09/24 08:25:00 PM,71824564085,718245,180726293,182673615,II,Initial,,64085,Other Miscellaneous,Other,Investigative Detention,Open or Active,SHAFTER AVE \ JENNINGS ST,20155000,Bayview,Bayview Hunters Point,10,37.72891865514355,-122.38698420294736,"(37.72891865514355, -122.38698420294736)"
2018/09/24 07:00:00 PM,2018/09/24,19:00,2018,Monday,2018/09/24 10:08:00 PM,71824706244,718247,180726403,182673895,II,Initial,,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,STEUART ST \ HOWARD ST,24548000,Southern,Financial District/South Beach,6,37.792005700560594,-122.39164579873243,"(37.792005700560594, -122.39164579873243)"
2018/09/24 06:00:00 AM,2018/09/24,06:00,2018,Monday,2018/09/24 04:25:00 PM,71825105051,718251,180726168,182672652,II,Initial,,05051,Burglary,Burglary - Commercial,"Burglary, Store, Forcible Entry",Open or Active,MISSION ST \ ONONDAGA AVE,21751000,Ingleside,Excelsior,11,37.72116354747668,-122.43746114104351,"(37.72116354747668, -122.43746114104351)"
2018/09/24 06:30:00 PM,2018/09/24,18:30,2018,Monday,2018/09/24 10:08:00 PM,71825206243,718252,180726390,182673923,II,Initial,,06243,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $200-$950",Open or Active,KEARNY ST \ FRANCISCO ST,25385000,Central,North Beach,3,37.805494467998535,-122.40695663340361,"(37.805494467998535, -122.40695663340361)"
2018/09/24 07:25:00 PM,2018/09/24,19:25,2018,Monday,2018/09/24 07:29:00 PM,71825403074,718254,180726055,182673425,II,Initial,,03074,Robbery,Robbery - Other,"Robbery, W/ Force",Open or Active,TURK ST \ DODGE ST,25137000,Tenderloin,Tenderloin,6,37.78242041771279,-122.4169829963755,"(37.78242041771279, -122.4169829963755)"
2018/09/23 10:40:00 PM,2018/09/23,22:40,2018,Sunday,2018/09/24 04:50:00 PM,71825506303,718255,180725706,182672769,II,Initial,,06303,Larceny Theft,Larceny Theft - From Building,"Theft, From Building, $200-$950",Open or Active,22ND ST \ RHODE ISLAND ST,23711000,Bayview,Potrero Hill,10,37.75712085039765,-122.40183250825523,"(37.75712085039765, -122.40183250825523)"
